haskell-ghc-bignum-orphans 0.1.1-1
haskell-hashable 1.4.0.2-26
haskell-hinotify 0.4.1-123
haskell-hourglass 0.2.12-198
haskell-http 4000.4.1-13
haskell-http-client 0.7.11-36
haskell-http-client-tls 0.3.6.1-31
haskell-http-conduit 2.3.8-211
haskell-http-types 0.12.3-248
haskell-indexed-traversable 0.1.2-2
haskell-indexed-traversable-instances 0.1.1-38
haskell-integer-logarithms 1.0.3.1-6
haskell-invariant 0.6-3
haskell-iproute 1.7.12-30
haskell-kan-extensions 5.2.5-6
haskell-lens 5.1.1-19
haskell-libmpd 0.10.0.0-100
haskell-memory 0.17.0-18
haskell-mime-types 0.1.0.9-14
haskell-monad-loops 0.4.3-25
haskell-mono-traversable 1.0.15.3-65
haskell-netlink 1.1.1.0-13
haskell-network 3.1.2.7-30
haskell-network-uri 2.6.4.1-87
haskell-old-locale 1.0.0.7-30
haskell-old-time 1.1.0.3-30
haskell-onetuple 0.3.1-27
haskell-parallel 3.2.2.0-17
haskell-parsec-numbers 0.1.0-18
haskell-pem 0.2.4-235
haskell-pretty-hex 1.1-9
haskell-primitive 0.7.4.0-15
haskell-profunctors 5.6.2-93
haskell-quickcheck 2.14.2-333
haskell-random 1.2.1.1-31
haskell-reflection 2.1.6-148
haskell-regex-base 0.94.0.2-2
haskell-regex-compat 0.95.2.1-6
haskell-regex-posix 0.96.0.1-3
haskell-regex-tdfa 1.3.1.2-26
haskell-resourcet 1.2.6-2
haskell-safe-exceptions 0.1.7.3-10
haskell-scientific 0.3.7.0-65
haskell-semigroupoids 5.3.7-46
haskell-setlocale 1.0.0.10-4
haskell-socks 0.6.1-182
haskell-split 0.2.3.4-197
haskell-splitmix 0.1.0.4-80
haskell-statevar 1.2.2-2
haskell-streaming-commons 0.2.2.4-26
haskell-strict 0.4.0.1-122
haskell-tagged 0.8.6.1-5
haskell-th-abstraction 0.4.3.0-2
haskell-th-compat 0.1.3-49
haskell-th-lift 0.8.2-11
haskell-these 1.1.1.1-149
haskell-time-compat 1.9.6.1-49
haskell-timezone-olson 0.2.1-1
haskell-timezone-series 0.1.13-1
haskell-tls 1.6.0-4
haskell-transformers-base 0.4.6-54
haskell-transformers-compat 0.7.2-1
haskell-typed-process 0.2.10.1-5
haskell-unliftio-core 0.2.0.1-9
haskell-unordered-containers 0.2.19.1-20
haskell-utf8-string 1.0.2-102
haskell-uuid-types 1.0.5-69
haskell-vector 0.12.3.1-107
haskell-vector-algorithms 0.8.0.4-117
haskell-void 0.7.3-155
haskell-x11 1.10.2-1
haskell-x11-xft 0.3.4-19
haskell-x509 1.7.7-8
haskell-x509-store 1.6.9-33
haskell-x509-system 1.6.7-36
haskell-x509-validation 1.6.12-38
haskell-xml-conduit 1.9.1.1-123
haskell-xml-types 0.3.8-8
haskell-zlib 0.6.3.0-12
hicolor-icon-theme 0.17-2
hidapi 0.12.0-1
htop 3.2.1-1
http-parser 2.9.4-1
hwdata 0.361-1
hwloc 2.7.1-1
hyphen 2.8.8-4
i3lock-color 2.13.c.4-1
iana-etc 20220603-1
ibus 1.5.26-2
icon-naming-utils 0.8.90-5
icu 71.1-1
ijs 0.35-4
imagemagick 7.1.0.43-1
imlib2 1.9.1-1
iniparser 4.1-4
intel-ucode 20220510-1
intltool 0.51.0-6
iproute2 5.18.0-1
iptables 1:1.8.8-1
iputils 20211215-1
iso-codes 4.10.0-1
jack2 1.9.21-1
jansson 2.14-2
java-runtime-common 3-3
jbig2dec 0.19-1
jemalloc 1:5.3.0-1
jq 1.6-4
jre11-openjdk 11.0.15.u10-2
jre11-openjdk-headless 11.0.15.u10-2
js78 78.15.0-4
js91 91.11.0-1
json-c 0.16-1
json-glib 1.6.6-2
jsoncpp 1.9.5-2
kbd 2.5.1-1
keyutils 1.6.3-1
kguiaddons 5.96.0-1
kmod 30-1
krb5 1.19.3-3
l-smash 2.14.5-2
lame 3.100-3
lcms2 2.13.1-1
ldns 1.8.1-1
less 1:590-1
libadwaita 1:1.1.3-1
libaio 0.3.113-1
libappindicator-gtk3 12.10.0.r296-2
libarchive 3.6.1-1
libass 0.16.0-1
libassuan 2.5.5-1
libasyncns 1:0.8+r3+g68cd5af-1
libatasmart 0.19-5
libavc1394 0.5.4-4
libavif 0.10.1-2
libblockdev 2.27-1
libbluray 1.3.1-1
libbpf 0.8.0-1
libbytesize 2.7-1
libcanberra 1:0.30+r2+gc0620e4-1
libcap 2.64-1
libcap-ng 0.8.3-1
libcddb 1.3.2-6
libcdio 2.1.0-2
libcdio-paranoia 10.2+2.0.1-2
libcloudproviders 0.3.1-2
libcolord 1.4.6-1
libconfig 1.7.3-1
libcroco 0.6.13-2
libcups 1:2.4.2-3
libdaemon 0.14-5
libdatrie 0.2.13-1
libdbusmenu-glib 16.04.0-5
libdbusmenu-gtk3 16.04.0-5
libde265 1.0.8-2
libdrm 2.4.112-1
libedit 20210910_3.1-1
libelf 0.187-1
libepoxy 1.5.10-1
libev 4.33-1
libevdev 1.12.1-1
libevent 2.1.12-1
libexif 0.6.24-1
libffi 3.4.2-5
libfontenc 1.1.4-3
libgcrypt 1.10.1-1
libgit2 1:1.4.4-1
libglvnd 1.4.0-2
libgnomekbd 1:3.26.1+r5+g54da436-1
libgpg-error 1.45-2
libgudev 237-2
libgxps 0.3.2-1
libhandy 1.6.3-1
libheif 1.12.0-3
libibus 1.5.26-2
libical 3.0.14-3
libice 1.0.10-4
libid3tag 0.15.1b-11
libidn 1.41-1
libidn2 2.3.3-1
libiec61883 1.2.0-6
libindicator-gtk3 12.10.1-10
libinih 55-2
libinput 1.21.0-1
libisl 0.25-1
libjpeg-turbo 2.1.3-2
libksba 1.6.0-1
libldap 2.6.2-2
liblqr 0.4.2-3
libmanette 0.2.6-3
libmaxminddb 1.6.0-3
libmfx 22.4.4-1
libmm-glib 1.18.10-1
libmnl 1.0.5-1
libmodplug 0.8.9.0-3
libmpc 1.2.1-2
libndp 1.8-1
libnet 1:1.1.6-1
libnetfilter_conntrack 1.0.9-1
libnewt 0.52.21-8
libnfnetlink 1.0.2-1
libnftnl 1.2.2-1
libnghttp2 1.48.0-1
libnl 3.7.0-1
libnm 1.38.2-2
libnma 1.8.40-1
libnma-common 1.8.40-1
libnotify 0.8.1-1
libnsl 2.0.0-2
libogg 1.3.5-1
libomxil-bellagio 0.9.3-3
libotf 0.9.16-3
libp11-kit 0.24.1-1
libpaper 1.1.28-2
libpcap 1.10.1-2
libpciaccess 0.16-3
libpgm 5.3.128-2
libpipeline 1.5.6-1
libpng 1.6.37-3
libproxy 0.4.18-1
libpsl 0.21.1-1
libpulse 16.1-1
